stage,epoch,train_loss,val_joint,val_iou,val_mae
C2,1,0.7999246685245957,0.7764571914032324,0.9250856343442235,32.38900407629819
C2,2,0.7443943818410238,0.7802643295544297,0.9296627570811065,31.14930778237718
C2,3,0.7344194134411294,0.7799928940054196,0.933748264081734,29.38794613358986
C2,4,0.7063411767786362,0.7829576223643858,0.9346639775109082,28.239301539179106
C2,5,0.7062773585654376,0.7912200751589306,0.9331177057647442,30.54085833041822
C2,6,0.6645707687858339,0.7300234018866696,0.9362487090676058,27.902767655861318
C2,7,0.6597521565715025,0.7315780400340237,0.9377007004219959,27.59671248250933
C2,8,0.6557531706179572,0.7351143569199007,0.9368662458244307,28.198658198266482
C2,9,0.6620002762878432,0.7267716224513837,0.9400967086736651,25.549960767451804
C2,10,0.6527037873919983,0.7263301379645049,0.9422107413576154,23.680623372395832
C2,11,0.6591332339392173,0.7295615423971148,0.9383442379818608,25.267352203824625
C2,12,0.6569013208820579,0.7302099759898969,0.9402596261204459,25.537972976912314
C2,13,0.6536100447624363,0.7292317850376243,0.9406463816138331,23.532507142024254
C2,14,0.652076580439614,0.7290517185161363,0.9424854758278829,24.667346859452735
C2,15,0.66004408812255,0.7292575293512487,0.9401868998491533,24.633506661030783
C2,16,0.6451925942848684,0.7227090027794909,0.9410539614060525,22.36223788285137
C2,17,0.6456245711903447,0.7224282355450872,0.9437684782976508,23.422100313860383
C2,18,0.6458352500579777,0.729613898850199,0.9399867130999995,25.703217919193097
C2,19,0.6527601252780871,0.7276141198713388,0.9424997952766867,23.99152249008862
C2,20,0.6271400320507614,0.7239175180890667,0.9429738390351676,23.91533846878887
C2,21,0.6329388874635268,0.7154884467374033,0.9430938481925254,22.165680387126866
C2,22,0.6424385027380918,0.7241621053040918,0.9411165419763863,24.05968509503265
C2,23,0.6334211574623201,0.7233425832506436,0.9434837208707237,23.031993353544777
C2,24,0.6256018706810161,0.7218231594384606,0.9423532965724241,23.868436746929415
C2,25,0.6378581785084156,0.7215574819650223,0.9407623219001493,23.385713036380597
C2,26,0.636805394950431,0.7201849920536155,0.9380831569477215,21.648043352573072
C2,27,0.6295014240880138,0.7220000669137755,0.9401471113924078,23.86129350804571
C2,28,0.6474952412008793,0.720526376766945,0.943698828297295,21.61699012262904
C2,29,0.6410106019245998,0.7196194680769052,0.9436958936176512,22.33287845440765
C2,30,0.6376918655879489,0.7181822715410545,0.9445664367315937,20.32450297341418
C2,31,0.6419973558142837,0.722658124432635,0.9402056468643893,22.44017340057525
C2,32,0.6492253821552469,0.722301613483856,0.9411440935940037,22.811513113145214
C2,33,0.6430642067381506,0.7193663262609226,0.9433144634843582,22.333267743314675
C2,34,0.631458515308323,0.7215912724608806,0.943736845070786,23.523750874533583
C2,35,0.6377040695273475,0.7194623155380363,0.9414278467671173,22.923361099774564
C2,36,0.626121056157998,0.7197516720686385,0.9447797243633891,21.946303638059703
C2,37,0.637656894181105,0.7198685389846119,0.9438727327043556,23.62465868897699
C2,38,0.6328302951676122,0.7139159360928322,0.9455818267235602,22.880618270949938
C2,39,0.6409437029102768,0.7186088139441476,0.9434005347719331,22.968557481148945
C2,40,0.6306152946772646,0.7182863737220195,0.942165698927481,23.078113461015235
